feature	importance 0	importance 1	importance 2	Mean Importance	Panel
GELS	0.1685097111517109	0.018533255977525406	0.3293117990793515	0.1721182554028626	Liver
VTNC	0.13254397294131934	0.2656197153413968	0.11616901753075702	0.1714442352711577	Liver
FCGBP	0.09627932597979644	0.0022268824500242513	0.41476858682107254	0.17109159841696442	Liver
F13B	0.24684825772132626	0.02604551813491633	0.23621092929670534	0.16970156838431597	Liver
ACTN1	0.0073413355515488474	0.38268275902612287	0.11898005518116489	0.16966804991961223	Liver
PI16	0.254571549187363	0.1586370911306069	0.09193130827558488	0.16837998286451827	Liver
C1S	0.0936609798845832	0.2677409499315263	0.13988735250955145	0.167096427441887	Liver
APOB	0.0708071359732385	0.20952121101978946	0.217240565490812	0.16585630416127997	Liver
FHR2	0.06433420773687513	0.24338827829393395	0.1893413368713892	0.16568794096739944	Liver
THBG	0.2706202115792996	0.02227802286156396	0.20014020664810314	0.16434614702965555	Liver
C163A	0.2543359404144247	0.1408369062177099	0.09126015379829744	0.16214433347681068	Liver
LUM	0.2665759531097382	0.12426943324692183	0.09460653095973563	0.16181730577213188	Liver
PLF4	0.3379887373188282	0.07240785998051974	0.07159161614578272	0.16066273781504356	Liver
TLN1	0.053416762856191194	0.15529400394080553	0.27282321057694614	0.1605113257913143	Liver
S10A9	0.26096524246983405	0.11670233590655296	0.10275645312798869	0.1601413438347919	Liver
LBP	0.16247580476307216	0.19717087170678602	0.11305451046576998	0.15756706231187603	Liver
APOC3	0.06483412300148823	0.27049590005592605	0.13402508307714753	0.15645170204485392	Liver
CALM1	0.14837374030985467	0.036260369864841664	0.28159146800919344	0.1554085260612966	Liver
FA7	0.3398393409812069	0.00819690602588446	0.11604224959265706	0.15469283219991614	Liver
VCAM1	0.1094198644136812	0.16746396697559895	0.18685759428218116	0.15458047522382046	Liver
PCSK9	0.05078560244650956	0.26319748543569915	0.1492886268027252	0.15442390489497795	Liver
CD44	0.15447293959892053	0.1734553497339372	0.13505495790259014	0.15432774907848262	Liver
COF1	0.13963509897334753	0.17070784465707675	0.15175099760787794	0.1540313137461007	Liver
DOPO	0.0997194483386834	0.198898747812669	0.1621860080646162	0.15360140140532288	Liver
PRDX2	0.3147985757041761	0.14120489587957322	0.003637716319624503	0.15321372930112462	Liver
ITIH4	0.04855040034571863	0.3409361700972486	0.06461038499343766	0.15136565181213493	Liver
CFAD	0.1394819340798242	0.20489542546916473	0.10464728191735269	0.14967488048878055	Liver
GP1BA	0.21142826296640393	0.20786650983485533	0.028714659340542317	0.14933647738060052	Liver
SPP24	0.12791985658598864	0.10262271552008889	0.21663372454536672	0.14905876555048142	Liver
PEDF	0.1679593911534814	0.16498346816640572	0.10561234455056784	0.14618506795681832	Liver
MUC18	0.0016403566544966742	0.09200775431948507	0.34006783337453356	0.1445719814495051	Liver
COIA1	0.046182204532586146	3.4658942047105667e-05	0.3870996047287647	0.14443882273446598	Liver
CATB	0.15992182111304193	0.15416406305143493	0.1147239920168264	0.14293662539376775	Liver
MA1A1	0.23012196813268393	0.012616490945296417	0.18399293093022234	0.1422437966694009	Liver
CD14	0.026276574235171973	0.2304706070674582	0.16910070656314863	0.1419492959552596	Liver
FBLN5	0.013238412807339206	0.15669201599424123	0.25341467056038924	0.14111503312065657	Liver
NOE1	0.15719047832176303	0.16815118388478792	0.09445193309765583	0.1399311984347356	Liver
MASP2	0.25383329985933417	0.035669811956315765	0.1246989956724731	0.13806736916270768	Liver
CO6A3	0.29216590592754915	0.06209922736571828	0.05806359217807796	0.13744290849044846	Liver
CO6A1	0.13629099630902863	0.23286226789305728	0.041103992042541684	0.1367524187482092	Liver
CFAI	0.29357335945762597	0.05925623271713845	0.055150363322223665	0.135993318498996	Liver
SODE	0.09155596134440631	0.12994279379086496	0.1851611362313709	0.13555329712221406	Liver
TPM4	0.14808439947176927	0.12122833532261942	0.13691845068693226	0.13541039516044032	Liver
CAD13	0.23752292649127538	0.06286025782681821	0.10567304296739592	0.13535207576182984	Liver
